identifier,http_code,type,properties_type,subject,othersubject,references,abstract,downloadableData,IPA
r_sicili:81cef8f2-4e92-4c6d-9e7e-6e846f1a1595,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,enna,pianificazione,prevenzione",http://sit.protezionecivilesicilia.it:8081/geoserver/INQUADRAMENTO_TERRITORIALE/COM_Provincia_Enna/wms?,Suddivisione degli ambiti amministrativi comunali della Provincia di Enna in funzione del COM di afferenza per le attività di pianificazione di protezione civile.,0,r_sicili
r_sicili:81fe8d91-4861-405b-8432-5fc90c5f4f8b,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"volo,riprese aeree,cartografia 1:2.000,grafico volo,fotogrammi,grafico,quadro",https://map.sitr.regione.sicilia.it/gis/services/grafici_volo/CART2000_2005/MapServer/WMSServer,Grafici di volo realizzati per la restituzione della CTN a scala 1:2.000 dei centri abitati della regione siciliana Il servizio raggruppa i grafici di volo dei 4 lotti cartografici realizzati,0,r_sicili
r_sicili:825644e2-fee2-48c0-89eb-7a52fe771d80,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/cl_componenti_paesaggio/MapServer/WMSServer,Piano Paesaggistico di Caltanissetta - Componenti del paesaggio,0,r_sicili
r_sicili:83bcdc7b-6849-4161-be85-9b3c5503ddc3,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,,https://map.sitr.regione.sicilia.it/orbs/services/carta_natura_50000/cartanatura_pressioneantropica/MapServer/WMSServer,Carta della Pressione Antropica - Progetto carta NATURA 1:50.000 - Servizio di consultazione,0,r_sicili
r_sicili:85191054-0e0a-4424-b446-f0def4c67b6e,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,catania,pianificazione,prevenzione",http://sit.protezionecivilesicilia.it:8081/geoserver/INQUADRAMENTO_TERRITORIALE/COM_Provincia_Catania/wms?,Suddivisione degli ambiti amministrativi comunali della Provincia di Catania in funzione del COM di afferenza per le attività di pianificazione di protezione civile.,0,r_sicili
r_sicili:85c63b72-e51b-4acb-a36f-96bf529f21df,000,Feature,"3:liveData,ESRI:IMAGE-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"dtm,mdt,elevazione,dem",https://map.sitr.regione.sicilia.it/gis/services/modelli_digitali/mdt_40m_it2000/ImageServer/WMSServer,Modello digitale del terreno risoluzione 40m volo IT 2000,0,r_sicili
r_sicili:86109a6c-6109-489c-8b74-99834a31eb3e,000,Feature,"3:liveData,ESRI:IMAGE-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"dtm,mdt,elevazione,dem",https://map.sitr.regione.sicilia.it/gis/services/modelli_digitali/mdt_2013/ImageServer/WMSServer,Modello digitale del terreno passo 2m derivato da sensore LIDAR volo ATA 2012-2013,0,r_sicili
r_sicili:86c20d81-c507-4291-a1c5-20a9747fe201,000,Feature,"2:liveData,OGC:WCS-1.1.1-http-get-capabilities",infoCoverageAccessService,"slope,pendenza,REGIONAL",https://map.sitr.regione.sicilia.it/gis/services/modelli_digitali/slope_2013/MapServer/WCSServer,Pendenza del terreno derivante dal D.E.M. 2x2 Volo ATA 2012/2013 - Servizio di scaricamento,0,r_sicili
r_sicili:892b747a-3cb1-444d-9ad6-78abbe33bd84,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,componenti,paesaggio",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/pelagie_componenti_paesaggio/MapServer/WMSServer,Piano Paesaggistico delle Isole Pelagie - Componenti del paesaggio,0,r_sicili
r_sicili:8e4fa92b-02d8-4e0d-a171-9d6213faab04,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,sicilia,pianificazione,prevenzione,prefetture,uffici territoriali governo,prefetto",http://sit.protezionecivilesicilia.it:8081/geoserver/SISTEMA_REGIONALE_PC/Prefetture/wms?,"In questo servizio sono censite le sedi delle Prefetture - Uffici Territoriali del Governo, ricadenti nel territorio della Regione Sicilia. Attività curata dal SIT del Dipartimento Regionale della Protezione Civile nell'ambito della realizzazione della Banca Dati Regionale delle Strutture di Protezione Civile.",0,r_sicili
r_sicili:8e8947bf-97cb-4ffa-840c-d7c6cc4bb325,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,caltanissetta,pianificazione,prevenzione",http://sit.protezionecivilesicilia.it:8081/geoserver/INQUADRAMENTO_TERRITORIALE/COM_Provincia_Caltanissetta/wms?,Suddivisione degli ambiti amministrativi comunali della Provincia di Caltanissetta in funzione del COM di afferenza per le attività di pianificazione di protezione civile.,0,r_sicili
r_sicili:90fe1ac3-8980-4231-9c31-574764e750ae,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,messina,pianificazione,prevenzione",http://sit.protezionecivilesicilia.it:8081/geoserver/INQUADRAMENTO_TERRITORIALE/COM_Provincia_Messina/wms?,Suddivisione degli ambiti amministrativi comunali della Provincia di Messina in funzione del COM di afferenza per le attività di pianificazione di protezione civile.,0,r_sicili
r_sicili:93cdb898-2fe5-44d6-8c08-1766ef016e8f,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,regimi normativi",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/ag_regimi_normativi/MapServer/WMSServer,"Piano Paesaggistico di Agrigento - Regimi normativi - Servizio di Consultazione

Con D.A.64/GAB del 30 settembre 2021 è stato definitivamente approvato il Piano Paesaggistico degli Ambiti 2, 3, 5, 6, 10, 11 e 15 ricadente nella provincia di Agrigento. Il Piano potrà essere visionato presso i rispettivi uffici dei Comuni della provincia di Agrigento, ovvero presso la competente Soprintendenza BB. CC. e AA. di Agrigento e il Servizio Pianificazione Paesaggistica Regionale del Dipartimento Beni Culturali e dell'Identità Siciliana di via delle Croci, 8 Palermo.",0,r_sicili
r_sicili:9514a913-e1ca-4bbe-b87a-439f28f08be4,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"boschi da seme,arre di raccolta boschi da seme,sif,corpo forestale,sistema informativo forestale",http://sifweb.regione.sicilia.it/arcgis/services/WMS/SIF_WMS_AREE_DI_RACCOLTA/MapServer/WMSServer,"La carta riporta i siti in cui si trovano i boschi, gli arboreti e le piantagioni di alberi da seme da utilizzare per la produzione di materiale forestale di moltiplicazione, con lo scopo di garantire l'approvigionamento di seme e la conservazione della biodiversità. I criteri e le modalità tecniche per il controllo della provenienza e la certificazione del materiale di propagazione e la relativa modulistica sono riportati nei decreti D.D.G. n.14 e D.D.G. n. 1053.",0,r_sicili
r_sicili:9709de2a-2516-4723-b7c8-c98fba1e6f2f,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"desertificazione,ESI,vegetazione,suolo,clima,territorio",https://map.sitr.regione.sicilia.it/gis/services/tematismi/carta_sensibilita_desertificazione/MapServer/WMSServer,CARTA DELLA SENSIBILITÀ ALLA DESERTIFICAZIONE IN SICILIA SCALA 1:250.000 - WGS84,0,r_sicili
r_sicili:981a882a-5e0a-4d28-9bdf-57bf849ac71a,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,sicilia,pianificazione,prevenzione,vigili del fuoco",http://sit.protezionecivilesicilia.it:8081/geoserver/SISTEMA_REGIONALE_PC/Vigili_del_Fuoco/wms?,L’Art. 11 della Legge n. 225 del 24/02/1992 individua il Corpo Nazionale dei Vigili del Fuoco tra le Strutture Operative del Servizio Nazionale della Protezione Civile. In questo servizio sono censite le sedi dei Vigili del Fuoco ricadenti nel territorio della Regione Sicilia. La Banca Dati è stata implementata con le informazioni pubblicate nel sito istituzionale dei Vigili del Fuoco (http://www.vigilfuoco.it) per essere utilizzata ai fini della pianificazione di Protezione Civile. Attività curata dal SIT del Dipartimento Regionale della Protezione Civile nell'ambito della realizzazione della Banca Dati Regionale delle Strutture di Protezione Civile.,0,r_sicili
r_sicili:9dff6bf8-a0d7-4c67-b2dd-b876a150d4a4,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"PAI,Coste,Erosione,Unità Fisiografiche,REGIONAL,Pericolo",https://map.sitr.regione.sicilia.it/gis/services/pai/PAI_Erosione_Costa_Pericolosita/MapServer/WMSServer,PAI Regione Siciliana - Pericolosità erosione costiera,0,r_sicili
r_sicili:9fe58f4e-2c43-4ee1-94d1-a3c875e847fd,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,ragusa,pianificazione,prevenzione",http://sit.protezionecivilesicilia.it:8081/geoserver/INQUADRAMENTO_TERRITORIALE/COM_Provincia_Ragusa/wms?,Suddivisione degli ambiti amministrativi comunali della Provincia di Ragusa in funzione del COM di afferenza per le attività di pianificazione di protezione civile.,0,r_sicili
r_sicili:a0444b62-8fa5-457d-b0e9-9bc4bf4df835,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,componenti,paesaggio",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/ag_componenti_paesaggio/MapServer/WMSServer,"Piano Paesaggistico di Agrigento - Componenti del paesaggio - Servizio di consultazione

Con D.A.64/GAB del 30 settembre 2021 è stato definitivamente approvato il Piano Paesaggistico degli Ambiti 2, 3, 5, 6, 10, 11 e 15 ricadente nella provincia di Agrigento. Il Piano potrà essere visionato presso i rispettivi uffici dei Comuni della provincia di Agrigento, ovvero presso la competente Soprintendenza BB. CC. e AA. di Agrigento e il Servizio Pianificazione Paesaggistica Regionale del Dipartimento Beni Culturali e dell'Identità Siciliana di via delle Croci, 8 Palermo.",0,r_sicili
r_sicili:a08effcc-437b-4d69-8d08-93fd87f214fc,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"quadro,sezione,sezioni,10000,10.000,CTR,ctr,2012,2013,carta tecnica",https://map.sitr.regione.sicilia.it/gis/services/ctr_10000/ctr_2013_base/MapServer/WMSServer,Carta Tecnica Regionale scala 1:10000 - ediz. 2013 - Mosaico DWG - Servizio di consultazione,0,r_sicili
r_sicili:a21b5c9d-658f-4f0b-be74-3ac6f37fb1c9,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/me_ambito9_beni_paesaggistici/MapServer/WMSServer,Piano Paesaggistico di Messina Ambito 9 - Beni paesaggistici,0,r_sicili
r_sicili:a4e60bc4-ceb7-4530-8260-6ef1baff98c2,000,Feature,"7:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"sismica,terremoti,etna,microzonazione,rischio sismico,geologia,faglie",http://sit.protezionecivilesicilia.it:8081/geoserver/MICROZONAZIONE_SISMICA/Geologia/wms?,Copertura geologica e faglie realizzata dal Dipartimento di Scienze Geologiche dell'Università degli Studi di Catania nell'ambito degli studi di Microzonazione sismica dei Comuni del versante orientale dell'Etna colpiti dagli eventi sismici - vulcanici etnei del 2002. OPCM 3278/2003.,0,r_sicili
r_sicili:a530bf4e-cf8c-494a-8537-ad52b23526c1,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,sicilia,agrigento,catania,siracusa,ragusa,enna,caltanissetta,messina,palermo,trapani,pianificazione,prevenzione",http://sit.protezionecivilesicilia.it:8081/geoserver/INQUADRAMENTO_TERRITORIALE/COM_Regione_Sicilia/wms?,Suddivisione degli ambiti amministrativi comunali della Regione Sicilia in funzione del COM di afferenza per le attività di pianificazione di protezione civile.,0,r_sicili
r_sicili:a57c4bd0-5b34-4d9c-aac7-737de2e8b37d,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,componenti,paesaggio",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/tp_ambito1_componenti_paesaggio/MapServer/WMSServer,Servizio Piano Paesaggistico di Trapani - Ambito 1 - Componenti del paesaggio,0,r_sicili
r_sicili:a6b3f3cf-f692-48d0-a123-79c77186cf13,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"Natura,ambiente,sicilia,Rete Ecologica,Corridoi Ecologici",https://map.sitr.regione.sicilia.it/orbs/services/natura2000/rete_ecologica_siciliana/MapServer/WMSServer,"Carta della Rete Ecologica Siciliana - Servizio di Consultazione
Carta della Rete Ecologica Siciliana, che contiene alcune delle tipiche unità funzionali della rete:
- nodi o core areas = parchi, riserve, sic e zps
- corridoi lineari (da riqualificare e non);
- corridoi diffusi (da riqualificare e non);
- zone cuscinetto o buffer zones;
- pietre da guado o stepping stones",0,r_sicili
r_sicili:a76db17a-debb-4765-85cd-41a2c83ec31f,200,Feature,"4:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,WWW:LINK:WEBAPP-http-get-open",infoMapAccessService,"pericolosità,sismica,rischio,sismico,ingv,zonazione,ZS9,classificazione,zona,comuni,Sicilia",https://www.protezionecivilesicilia.it/arcgis/services/Classificazione_sismica/Classificazione_sismica/MapServer/WMSServer,"Classificazione dei Comuni della Regione Sicilia in funzione della zona sismica di appartenenza (Deliberazione della Giunta Regionale 24 febbraio 2022, n. 81).",0,r_sicili
r_sicili:a99dbc32-b687-4bba-81c2-98de682f66f3,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"catasto,cave,geologia",https://map.sitr.regione.sicilia.it/gis/services/cave/catasto_cave/MapServer/WMSServer,"Il servizio mostra le aree del Catasto Cave della Regione Siciliana.
Dati trasmessi da Regione Siciliana - Dipartimento Regionale Energia.

Catasto Cave - approvato nel febbraio 2016 - dati aggiornati ad agosto 2015",0,r_sicili
r_sicili:aa0e81e6-86ca-44fc-88d8-13e5068564ff,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"habitat,corine biotopes",https://map.sitr.regione.sicilia.it/orbs/services/carta_habitat_10000/cartahabitat_natura2000_HN2/MapServer/WMSServer,"Carta Habitat secondo natura 2000 - Progetto carta HABITAT 1:10.000 - Servizio di consultazione, coordinate ETRF 2000 Fuso 33 N (epsg 7792)",0,r_sicili
r_sicili:ac4fa71e-24a8-4501-a635-42163f2b85cb,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"PAI,Geomorfologia,Dissesti",https://map.sitr.regione.sicilia.it/gis/services/pai/PAI_Geomorfologia_Pericolosita/MapServer/WMSServer,PAI - Regione Siciliana - Pericolosità geomorfologica  - Servizio di consultazione (WMS),0,r_sicili
r_sicili:adfc0897-e841-45ee-923d-601c359f96bf,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,sicilia,pianificazione,prevenzione,guardia di finanza",http://sit.protezionecivilesicilia.it:8081/geoserver/SISTEMA_REGIONALE_PC/Guardia_di_Finanza/wms?,In questo servizio sono censiti i comandi territoriali della Guardia di Finanza ricadenti nel territorio della Regione Sicilia. La Banca Dati è stata implementata con le informazioni pubblicate nel sito istituzionale della Guardia di Finanza (http://newgdf.gdf.gov.it/reparti-del-corpo) per essere utilizzata ai fini della pianificazione di Protezione Civile. Attività curata dal SIT del Dipartimento Regionale della Protezione Civile nell'ambito della realizzazione della Banca Dati Regionale delle Strutture di Protezione Civile.,0,r_sicili
r_sicili:ae06fe5c-a920-4b9c-bdee-ee972d93afa2,000,Feature,"5:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"carta forestale,sif,sistema informativo forestale,corpo forestale",http://sifweb.regione.sicilia.it/arcgis/services/WMS/SIF_WMS_CF_DLGS_227_01/MapServer/WMSServer,La carta forestale è stata redatta secondo la definizione di bosco così come individuata dalla FAO FRA 200/2010 e dalle norme di legge D. Lgs 227/01 art. 2 comma 6 e art. 4 L.R. n. 16/96.,0,r_sicili
r_sicili:ae16cbc2-3bf8-4534-a19f-490800b08798,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/rg_beni_paesaggistici/MapServer/WMSServer,Piano Paesaggistico di Ragusa - Beni paesaggistici,0,r_sicili
r_sicili:af684576-8096-4821-85f8-ed1eeece4fea,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"PAI,Coste,Erosione,Unità Fisiografiche,REGIONAL,rischio",https://map.sitr.regione.sicilia.it/gis/services/pai/PAI_Erosione_Costa_Rischio/MapServer/WMSServer,PAI Regione Siciliana - Rischio erosione costiera,0,r_sicili
r_sicili:b190748b-8ee8-4bf3-aa83-46dad15cc460,000,Feature,"4:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities,WWW:LINK-1.0-http-get-download",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/me_ambito9_regimi_normativi/MapServer/WMSServer,Piano Paesaggistico di Messina Ambito 9 - Regimi Normativi,0,r_sicili
r_sicili:b37c11d2-a6dc-4a0f-b210-8291c078710c,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"slope,pendenza,REGIONAL",https://map.sitr.regione.sicilia.it/gis/services/modelli_digitali/slope_2013/MapServer/WMSServer,"Pendenza del terreno derivante dal DTM 2x2 Volo ATA 2012/2013 - Servizio di consultazione mappe (WMS)
Classificazione in gradi di pendenza: 0-30; 30-40; 40-90",0,r_sicili
r_sicili:b400e763-1032-480a-ba5f-4d3f31f0a6f6,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,sicilia,pianificazione,prevenzione,capitanerie di porto,guardia costiera,marina militare",http://sit.protezionecivilesicilia.it:8081/geoserver/SISTEMA_REGIONALE_PC/Capitaneria_di_porto/wms?,In questo servizio sono censiti i comandi territoriali delle Capitanerie di Porto ricadenti nel territorio della Regione Sicilia. La Banca Dati è stata implementata con le informazioni pubblicate nel sito istituzionale della Guardia Costiera (http://www.guardiacostiera.gov.it/organizzazione/comandi-territoriali) per essere utilizzata ai fini della pianificazione di Protezione Civile. Attività curata dal SIT del Dipartimento Regionale della Protezione Civile nell'ambito della realizzazione della Banca Dati Regionale delle Strutture di Protezione Civile.,0,r_sicili
r_sicili:b49d3ac5-b913-4fdb-b606-e77be030f5ec,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"com,protezione,civile,palermo,pianificazione,prevenzione",http://sit.protezionecivilesicilia.it:8081/geoserver/INQUADRAMENTO_TERRITORIALE/COM_Provincia_Palermo/wms?,Suddivisione degli ambiti amministrativi comunali della Provincia di Palermo in funzione del COM di afferenza per le attività di pianificazione di protezione civile.,0,r_sicili
r_sicili:b7fc5a2d-2e37-44af-bd59-a23ce3604c59,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggistici/tp_ambiti23_componenti_paesaggio/MapServer/WMSServer,Piano Paesaggistico di Trapani ambito 2 e 3 - Componenti del Paesaggio,0,r_sicili
r_sicili:b92ddc2c-8a6e-4601-bda2-0c7c05cefc07,000,Feature,"3:liveData,ESRI:IMAGE-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"dtm,mdt,elevazione,dem",https://map.sitr.regione.sicilia.it/gis/services/modelli_digitali/mdt_2008/ImageServer/WMSServer,Modello digitale del terreno passo 2m  derivato da sensore LIDAR volo ATA 2007-2008,0,r_sicili
r_sicili:b9acab22-1fec-4f96-a729-6efd649ea901,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"PAI,Geomorfologia,Dissesti",https://map.sitr.regione.sicilia.it/gis/services/pai/PAI_Geomorfologia_Rischio/MapServer/WMSServer,PAI Regione Siciliana - Rischio geomorfologico - Servizio di consultazione (WMS),0,r_sicili
r_sicili:ba5ab816-395d-4779-ab0b-f27309de2ad9,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,,https://map.sitr.regione.sicilia.it/gis/services/ortofoto/ortofoto_2008_25cm_sicilia/MapServer/WMSServer,Questo servizio pubblica il mosaico delle Ortofoto Regione Siciliana anno 2007-2008. Realizzazione ripresa aerea digitale pixel 0.25m. Il dato è pubblicato utilizzando un sistema di cache in coordinate Web Mercatore (EPSG:3857) (ESRI:102100),0,r_sicili
r_sicili:bb4bae58-7550-457a-9e37-0145229e55c1,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"rischio incendio,sif,sistema informativo forestale",http://sifweb.regione.sicilia.it/arcgis/services/WMS/SIF_WMS_RISCHIO_INCENDIO_ESTIVO/MapServer/WMSServer,"La carta del rischio è stata elaborata sulla base dei seguenti fattori predisponenti gli incendi estivi: viabilità, modelli di combustibile attribuiti alle classi di uso forestale del suolo, pendenza ed esposizione derivate dal modello digitale del terreno della Regione e dal bioclima siciliano (SIAS - Atlante climatologico della Sicilia).",0,r_sicili
r_sicili:bc9f20da-08ad-446f-9ac8-4ea550b60b7e,000,Feature,"6:liveData,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"pericolosità,sismica,rischio,sismico,ingv,zonazione,ZS9,classificazione,zona,comuni,microzonazione,piano",http://sit.protezionecivilesicilia.it:8081/geoserver/MICROZONAZIONE_SISMICA/Comuni_MS_OPCM_3907_2010/wms?,Indagini di microzonazione sismica di livello 1 - Annualità 2010 - OPCM 3907 - 2010 (ex Legge 77/2009 - Piano nazionale per la prevenzione sismica).,0,r_sicili
r_sicili:bdcf07c5-351c-4f86-8cc4-803fa53a6617,000,Feature,"3:liveData,OGC:WMS-1.3.0-http-get-capabilities,ESRI:MAP-1.0-rest-get-open",infoMapAccessService,"piani,ambiti,beni culturali,pianificazione,beni",https://map.sitr.regione.sicilia.it/gis/services/piani_paesaggisticii/rg_componenti_paesaggio/MapServer/WMSServer,Piano Paesaggistico di Ragusa - Componenti del paesaggio,0,r_sicili
r_sicili:bf1b25d3-617f-4e37-bfa8-9989f7b46872,000,Feature,"2:liveData,OGC:WCS-1.1.1-http-get-capabilities",infoCoverageAccessService,"slope,pendenze,dtm,REGIONAL",https://map.sitr.regione.sicilia.it/gis/services/modelli_digitali/slope_2008/MapServer/WCSServer,"Pendenza del terreno di tutto il territorio della Sicilia derivante dal D.E.M. 2x2 Volo ATA 2007/2008 - Servizio di scaricamento coverage/raster
Classificazione in gradi di pendenza: 0-30; 30-40; 40-90",0,r_sicili
r_sicili:cb4058f3-14ab-4745-89ff-6acb8964be88,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,piano cave,https://map.sitr.regione.sicilia.it/gis/services/cave/piano_cave/MapServer/WMSServer,"Il servizio mostra le aree del Piano Cave della Regione Siciliana. 
Dati trasmessi da Regione Siciliana - Dipartimento Regionale Energia.",0,r_sicili
r_sicili:cc7b0cfb-8e57-472b-9451-301d70fb93ee,000,Feature,"3:liveData,ESRI:MAP-1.0-rest-get-open,OGC:WMS-1.3.0-http-get-capabilities",infoMapAccessService,"Toponimi,Toponomastica,IGM,25000",https://map.sitr.regione.sicilia.it/gis/services/igm/Toponimi_Tavolette_25000/MapServer/WMSServer,Toponomastica della regione sicilia derivata dalle tavolette IGM in scala 1:25.000,0,r_sicili
